"categoryName","location/lat","location/lng","totalScore","address","postalCode","title","reviewsCount","reviewsDistribution","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","street","price"
"Medical Center","31.4894964","74.4141763",,"E-177 Airport Rd, opposite Dar ul kafala, Kohār Gulshan e Ali Colony, Lahore, cantt, Punjab, Pakistan",,"Clinicus Pharmacy","0",,,,,,,"E-177 Airport Rd, opposite Dar ul kafala",
"Hospital","31.4580964","74.4413454",,"FC5R+6GQ, Bedian Rd, Lidher, Lahore, Punjab, Pakistan",,"Peer shajuwal","0",,,,,,,"FC5R+6GQ, Bedian Rd",
"Medical Center","31.4689132","74.4294813",,"FC9H+HQ9, Nawaz Sharif Interchange Main Jam u Stap, Sultan Colony, Lahore, Punjab 54000, Pakistan","54000","Defence Pharmacy","0",,,,,,,"FC9H+HQ9, Nawaz Sharif Interchange Main Jam u Stap",
"Medical Center","31.4811331","74.4219234",,"Punjab, Al Amin Housing Society, Lahore, Punjab 54810, Pakistan","54810","Medics Labs Lahore and Clinic","0",,,,,,,"Punjab",
"Medical Center","31.4740524","74.4689119","5","NJINSKY MEDICAL CENTRE PVT LTD، 16 FAIRWAYS COMMERCIAL, Defence Raya Golf Resort Sector M DHA Phase 6، RAYA, Lahore, Punjab 54000, Pakistan","54000","Ramzan Ali Stem Cell Centre","10",,"10","0","0","0","0","NJINSKY MEDICAL CENTRE PVT LTD، 16 FAIRWAYS COMMERCIAL",
"Hospital","31.4925375","74.4224219",,"FCVC+2X7, Khuda Buksh society Khuda Buksh Colony, Lahore, Punjab, Pakistan",,"صغراں بشیر میموریل پولی کلینک","0",,,,,,,"FCVC+2X7",
"Hospital","31.4922856","74.4784703",,"BHU Bhangali, Bhangali Sector N DHA Phase 6, Lahore, Punjab, Pakistan",,"Maryam Nawaz Health Clinic,Bhangali Village,Barki Road,Lahore Cantt","0",,,,,,,"BHU Bhangali",
"Hospital","31.4994976","74.410395",,"FCX6+Q5R, Abu Bakr St, Nadirabad Ali Park Lahore Cantt, Lahore, Punjab, Pakistan",,"Sughra iqbal","0",,,,,,,"FCX6+Q5R, Abu Bakr St",
"Otolaryngology clinic","31.4860333","74.4099746","4.9","National hospital now shifted to Health Bridge Hospital, Ghazi Rd, Real Cottages, Lahore, Punjab 54792, Pakistan","54792","Best ENT Specialist and Surgeon in Lahore | Prof. Dr. Ayub","20",,"19","0","0","1","0","National hospital now shifted to Health Bridge Hospital, Ghazi Rd",
"Medical Center","31.4708407","74.450279",,"Shop No. 402 Block, 6 Bagrian Rd, Sector C DHA Phase 6, Lahore, Punjab 54600, Pakistan","54600","Usman Bashir Medical Store","0",,,,,,,"Shop No. 402 Block, 6 Bagrian Rd",
"Hospital","31.4584201","74.4410117",,"FC5R+9C6 Infront of Mr Wash FUCHS, Bedian Rd, Rehman Pura Lidher, Lahore, Punjab, Pakistan",,"Zahra clinic","0",,,,,,,"FC5R+9C6 Infront of Mr Wash FUCHS, Bedian Rd",
"Hospital","31.4683495","74.4401993","4","31A Avenue 4, Sector A DHA Phase 6, Lahore, Punjab, Pakistan",,"Vitality Healthcare Skin and Laser Centre","5",,"3","1","1","0","0","31A Avenue 4",
"Hospital","31.4787115","74.4160156",,"FCH8+FCJ, Punjab Small Industries Cooperative Housing Society Phase 1 Cantt, Lahore, Punjab, Pakistan",,"Medask pharmacy","0",,,,,,,"FCH8+FCJ",
"Medical Center","31.4929449","74.416883",,"FCV8+5QC, Gulshan e Ali Colony, Lahore, Punjab, Pakistan",,"Alnoor Diagnostic Collection Centre","0",,,,,,,"FCV8+5QC",
"Hospital","31.4906783","74.4286634","5","FCRH+7FF, Gohawa Lahore, Punjab, Pakistan",,"Boda jutt Despencery","1",,"1","0","0","0","0","FCRH+7FF",
"Hospital","31.4925683","74.4262114",,"FCVG+2FG, Mayo Rd, Gohawa Lahore, Punjab, Pakistan",,"EPI Center Gohawa Dispensary","0",,,,,,,"FCVG+2FG, Mayo Rd",
"Medical Center","31.479669","74.4231731","3.3","FCHF+V77, Malik Market, Bedian Rd, Azamatpura, Lahore, Punjab, Mana Wala, Lahore, Punjab, Pakistan",,"Malik Medical & General Store","4",,"1","1","1","1","0","FCHF+V77, Malik Market, Bedian Rd, Azamatpura, Lahore, Punjab",
"Medical Center","31.4610625","74.414033","5","82, CCA, DHA Phase 5 CCA, Lahore, 54792, Pakistan","54792","One Step Medical solutions","1",,"1","0","0","0","0","82, CCA, DHA Phase 5 CCA",
"Hospital department","31.4857946","74.4113041","5","FCP6+8G7, Unnamed Road, Shah Khawar Town Rehman Villas, Lahore, Punjab, Pakistan",,"Dar ul Shifa Hospital","2",,"2","0","0","0","0","FCP6+8G7, Unnamed Road",
"Medical Center","31.4975262","74.4205548","4.5","Kashif Boys Hostel, Airport Rd, near NetSol Software Technology Park, Khuda Buksh Colony Cantt, Lahore, Punjab 54000, Pakistan","54000","GET WELL POLY CLINIC","8",,"7","0","1","0","0","Kashif Boys Hostel, Airport Rd, near NetSol Software Technology Park",
"Medical Center","31.4951401","74.4142144",,"FCW7+3M4, Nazir Medical Center, Gulshan Ali Colony, New, Airport Rd, Cantt, Lahore, Pakistan",,"Nazir Medical Center","0",,,,,,,"FCW7+3M4, Nazir Medical Center, Gulshan Ali Colony, New, Airport Rd",
"Hospital","31.481781","74.421888",,"FCJC+PQ6, Haji Park Gohawa, Lahore, Punjab, Pakistan",,"Samina Clinic","0",,,,,,,"FCJC+PQ6",
"Medical Center","31.4930352","74.4265279","5","FCVG+6H, Gohawa Lahore, Punjab, Pakistan",,"Malik shareef medical store","3",,"3","0","0","0","0","FCVG+6H",
"Hospital","31.4837103","74.4204922","5","FCMC+F5Q, Gohawa, Lahore, Punjab, Pakistan",,"waseem Dental Clinic","1",,"1","0","0","0","0","FCMC+F5Q",
"Medical Center","31.4740552","74.4689118","4.9","16 Fairways Commercial, Defence Golf & Country Resort DHA Phase 6, Lahore, 54000, Pakistan","54000","NJINSKY MEDICAL CENTRE","40",,"39","0","1","0","0","16 Fairways Commercial, Defence Golf & Country Resort DHA Phase 6",
"Medical Center","31.4895625","74.4103125",,"Nadirabad, Lahore, Punjab, Pakistan",,"Zacha Bacha Maternity Home","0",,,,,,,,
"Hospital","31.4833105","74.4128573","5","20 g Rehman villas Main Entrance Rd, Shah Khawar Town Phase 1 Cantt View Housing Scheme, Lahore, Punjab, Pakistan",,"hafiz ala-ud-din homeo clinic","1",,"1","0","0","0","0","20 g Rehman villas Main Entrance Rd",
"Hospital","31.4982367","74.4826412",,"FFXM+73R, Bhangali Village, Lahore, Punjab, Pakistan",,"Naz Fatima Hospital","0",,,,,,,"FFXM+73R",
"Medical Center","31.4677515","74.4393729",,"Sector A DHA Phase 6, Lahore, Punjab, Pakistan",,"CSH pharmacy no 6","0",,,,,,,,
"Hospital","31.4933272","74.4198047",,"71-S, Khuda Buksh Colony, Lahore, Punjab 54000, Pakistan","54000","Tufail Medical Center","0",,,,,,,"71-S",
"Hospital department","31.4561459","74.4629317","4.4","FF47+F53, Sector Z Phase 7, Lahore, Punjab, Pakistan",,"Kidney center","11",,"8","1","1","1","0","FF47+F53",
"Hospital","31.4837343","74.4157085","4.7","Cantt View Phase 1 Phase 1 Cantt View Housing Scheme, Lahore, Punjab, Pakistan",,"Rana Munir Ahmad Children and Family Clinic","10",,"8","1","0","1","0",,
"Hospital","31.4961727","74.4268407","5","FCWG+FP8, Near AR Complex, Netsol Technologies, Service Bhatta choke Lane, Lahore Ring Rd, Tibba, Lahore, Punjab, Pakistan",,"TABA Medical Complex","3",,"3","0","0","0","0","FCWG+FP8, Near AR Complex, Netsol Technologies, Service Bhatta choke Lane, Lahore Ring Rd",
"Medical Center","31.4682551","74.430692","3","FC9J+67M, Sultan Colony, Lahore, Punjab, Pakistan",,"Din Son's Pharmacy","1",,"0","0","0","1","0","FC9J+67M",
"Medical clinic","31.4732731","74.4688437","4.1","Office# 24, Defence Raya Fairways Commercial Centre, Defence Housing Authority Sector M DHA Phase 6, Lahore, Punjab 54792, Pakistan","54792","eDoc by MED Consultant & Pharmacy","21",,"15","2","4","0","0","Office# 24, Defence Raya Fairways Commercial Centre",
"Medical Center","31.4882459","74.4131344","5","FCQ7+77R, Ghazi Rd, Kohār Sector S DHA Phase 2, Lahore, Punjab, Pakistan",,"Al buraq surgical","6",,"6","0","0","0","0","FCQ7+77R, Ghazi Rd",
"Government hospital","31.4487103","74.4143929","3.8","CCX7+FQJ, Leel, Lahore, Punjab, Pakistan",,"Basic Health Unit LeeL","6",,"3","0","0","2","1","CCX7+FQJ",
"Medical Center","31.4861014","74.4143935","5","FCP7+CQR, Bedian Rd, Phase 1 Cantt View Housing Scheme, Lahore, Punjab, Pakistan",,"Saieda Gynee Ceenter","1",,"1","0","0","0","0","FCP7+CQR, Bedian Rd",
"Hospital","31.4778756","74.50991","5","Barki Rd, Durgpura Lahore, Punjab, Pakistan",,"Ali Dental Clinic","1",,"1","0","0","0","0","Barki Rd",
"Hospital","31.4582941","74.4389082","4","FC5Q+8H7, Askari XI, Lahore, Punjab, Pakistan",,"Asad Clinic","5",,"3","1","1","0","0","FC5Q+8H7",
"Hospital","31.4765965","74.5124277","5","FGG6+JXM, Barki Lahore, Punjab, Pakistan",,"CDGL, RHC Barki","2",,"2","0","0","0","0","FGG6+JXM",
"Hospital","31.455454","74.4634468","4.3","Street 1, PKLI Avenue DHA Phase 6, Lahore, Punjab, Pakistan",,"Pakistan Kidney and Liver Institute and Research Centre - PKLI","809",,"584","90","83","30","22","Street 1",
"Medical Center","31.4955074","74.414242","5","Gujjar Street, 06 Airport Rd, Gulshan Ali Colony Lahore, Pakistan",,"Medifix Medical Center","2",,"2","0","0","0","0","Gujjar Street, 06 Airport Rd",
"Hospital","31.4790107","74.5094552","4","FGH5+JQ4, Barki Rd, Barki Lahore, Punjab, Pakistan",,"RHC Barki","13",,"5","4","0","3","1","FGH5+JQ4, Barki Rd",
"Hospital","31.484521","74.4094371","4.5","Plot 433, Q block Commercial Area Sector Q DHA Phase 2, Lahore, Punjab, Pakistan",,"Naheed medical center","2",,"1","1","0","0","0","Plot 433",
"Hospital","31.4892315","74.4139308","5","FCQ7+MHV, Ghazi Rd, Kohār Gulshan e Ali Colony, Lahore, Punjab, Pakistan",,"Teamstara Diagnostic and Hum Lab Bhatta chowk","1",,"1","0","0","0","0","FCQ7+MHV, Ghazi Rd",
"Hospital","31.457565","74.4429478","5","FC5V+25G, Lidher, Lahore, Punjab, Pakistan",,"Physical rehabilitation Center","1",,"1","0","0","0","0","FC5V+25G",
"Hospital","31.4939113","74.4184886","5","FCV9+H99, Khuda Buksh Colony KB Society, Lahore, Punjab, Pakistan",,"Ahmad Clinic","1",,"1","0","0","0","0","FCV9+H99",
"Hospital","31.4829629","74.4205445","4","Haji Park Al Amin Housing Society, Lahore, Punjab, Pakistan",,"Qamar Altaf Memorial Family Hospital","1",,"0","1","0","0","0",,
"Medical Center","31.4747143","74.4703052","4.9","Fairway Commercial, CP-109, Defence Raya Golf Resort Sector M DHA Phase 6, Lahore, Punjab, Pakistan",,"MD Health Center","49",,"47","1","1","0","0","Fairway Commercial, CP-109",
"Medical laboratory","31.4737371","74.4434028","4.8","Plaza No. 30 Block, MB Commercial, Sector B DHA Phase 6, Lahore, Punjab 54000, Pakistan","54000","Chughtai Medical Center DHA Phase-6 Lahore","251",,"235","4","10","1","1","Plaza No. 30 Block, MB Commercial",
"Hospital","31.4554661","74.4634074","5","FF47+59M PKLI hospital, Chota Mota Singh, Lahore, Punjab, Pakistan",,"PKLI hospital","1",,"1","0","0","0","0","FF47+59M PKLI hospital",
"Hospital","31.4562209","74.4347346","4","FC4M+FVQ, Kamahan - Lidher Rd, Askari XI, Lahore, Punjab, Pakistan",,"BHU - Basic Health Unit, Lidher, Lahore","4",,"3","0","1","0","0","FC4M+FVQ, Kamahan - Lidher Rd",
"Hospital","31.4689832","74.4180561","3.2","Plaza 4, Street 24, Sector D Phase 5 D.H.A, Lahore, Punjab 54792, Pakistan","54792","Asghar Polyclinic & Pharmacy","5",,"1","2","1","0","1","Plaza 4, Street 24",
"Medical Center","31.4851596","74.4178313","5","Faisal Baraf Khana, Bedian Road, Bhatta Chowk, Lahore, 54000, Pakistan","54000","Maria Arshad Medical Complex","25",,"24","1","0","0","0","Faisal Baraf Khana, Bedian Road, Bhatta Chowk",
"Hospital","31.4828835","74.4198261","4.8","E-73, Main Double Road, Alfalah Town, Bedian Rd, Lahore, Pakistan",,"Medlane Medical Complex","24",,"23","0","1","0","0","E-73, Main Double Road, Alfalah Town, Bedian Rd",
"Hospital","31.4958326","74.4858852","4.1","Main Burki Road, DHA Phase VII، Near LSE, Bhangali Village, Lahore, Punjab, Pakistan",,"Sharif Hospital","38",,"21","7","3","6","1","Main Burki Road, DHA Phase VII، Near LSE",
"Medical Center","31.4635167","74.4350251","4.9","Shop No.1, Chughtai Lab, Bedian Rd, beside Bundu Khan, Sector A DHA Phase 6, Lahore, Punjab 54000, Pakistan","54000","Chughtai Lab, Askari 11, Lahore","409",,"385","16","5","1","2","Shop No.1, Chughtai Lab, Bedian Rd, beside Bundu Khan",
"Hospital","31.49955","74.481606","4.5","FFXJ+RJ9, Barki Rd, Lahore, Punjab, Pakistan",,"Barki Hospital","2",,"1","1","0","0","0","FFXJ+RJ9, Barki Rd",
"Dental school","31.6014164","74.2144454","4.3","0.5 km Road, near Faizpur Interchange, off Sharaqpur, Lahore, Punjab, Pakistan",,"FARYAL DENTAL COLLEGE (FDC)","16",,"11","1","1","2","1","0.5 km Road, near Faizpur Interchange, off Sharaqpur",
"Hospital","31.3387801","74.2381156","3.7","86QQ+G69, Kot Araian - Jia Bagga Rd, Kot Araian, Lahore, Punjab, Pakistan",,"Basic health Unit","3",,"2","0","1","0","0","86QQ+G69, Kot Araian - Jia Bagga Rd",
"Wedding service","31.3806016","74.1696168","4.3","2A, opposite Life Hospital, Lahore, 53720, Pakistan","53720","Faletti’s Banquet - Bahria","108",,"73","12","11","12","0","2A, opposite Life Hospital",
"Wedding venue","31.3804236","74.1695367","4.5","2-A Mian Canal Road, opposite Life Hospital, Overseas Enclave Sector B Bahria Town, Lahore, Punjab 54000, Pakistan","54000","La Belle Event Complex","63",,"48","8","4","1","2","2-A Mian Canal Road, opposite Life Hospital",
"Consultant","31.3690429","74.1652259",,"Bahria International Hospital, Takbeer Block Block B Sector D Bahria Town, Lahore, Punjab 54000, Pakistan","54000","Prof.Muhammad Shahid. Paediatrician Bahria International Hospital","0",,,,,,,"Bahria International Hospital",
"Dental clinic","31.3540929","74.244268","4.7","Plaza C, 36-29 Main Blvd, Block M 7 Lake City, Lahore, Punjab, Pakistan",,"HOUSE OF SMILES - Dental & SKIN AESTHETICS","29",,"27","0","2","0","0","Plaza C, 36-29 Main Blvd",
"Obstetrician-gynecologist","31.334538","74.1996314","5","Sharif Medical City Hospital, Jati Umrah Lahore, Punjab, Pakistan",,"Dr Rukhsana Manzoor Zafar, Best Gynaecologist, Infertility specialist, Laparoscopic Surgeon","14",,"14","0","0","0","0","Sharif Medical City Hospital",
"Urologist","31.3743133","74.1856534","4.6","Green polyclinic, 24-A, Commercial Area Sector C Bahria Town, Lahore, 53720, Pakistan","53720","Dr Muhammad Arsalan Butt - Best Urologist | Sexologist | Male infertility specialist l Bahria town Lahore","11",,"10","0","1","0","0","Green polyclinic, 24-A",
"Health consultant","31.3787147","74.1682379",,"5th Floor, Bahria Canal Heights, Main Bazar Canal Park, Aa Block Sector D Bahria Town, Lahore, Punjab 54000, Pakistan","54000","Hospital Management Company","0",,,,,,,"5th Floor, Bahria Canal Heights, Main Bazar Canal Park",
"Medical Center","31.3766233","74.19175",,"DShop 2, Plaza 92, AA commercialSector, Sector C Jasmine Block Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","53720","Dr Sabah Naz","0",,,,,,,"DShop 2, Plaza 92, AA commercialSector",
"University","31.3363479","74.1999979","4.1","Plot 403 Sharif Medical City Rd, Jati Umrah Sui Gas Phase-2, Lahore, Punjab, Pakistan",,"Sharif Medical & Dental College","150",,"96","22","19","9","4","Plot 403 Sharif Medical City Rd",
"Pharmacy","31.3748362","74.1857467","4","18/A, Sector C, Commercial Area, Main Boulevard, Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","53720","Aga Khan University Hospital Pharmacy Medical Centre Baharia Town Lahore (Off-Campus)","2",,"1","0","0","1","0","18/A, Sector C, Commercial Area, Main Boulevard",
"Hospital","31.366092","74.2334075",,"plot Plot Adda, Main Raiwind Rd, Lahore, Pakistan",,"K9 pet clinic","0",,,,,,,"plot Plot Adda, Main Raiwind Rd",
"Dental clinic","31.3804838","74.2532233","5","Nusrat Hospital Pine Avenue, Main Boulevard, near DHA Rahbar, Eden Lane Villas 2 Lahore, 54000, Pakistan","54000","Dental Studio By Dr Faizan Akhtar & Associates","34",,"34","0","0","0","0","Nusrat Hospital Pine Avenue, Main Boulevard, near DHA Rahbar",
"Medical Center","31.3755553","74.1867669","5","141-B, Commercial Zone Sector C F/F Bahria Town, Lahore, Pakistan",,"Fertimed Fertility and Gynae Centre","1",,"1","0","0","0","0","141-B",
"Hospital","31.3722056","74.191457","3","95CR+VHP Akhtar Saeed Medical and Dental College, Sector C Tulip Block Sector C Bahria Town, Lahore, Punjab, Pakistan",,"Akhtar Saeed Dental Clinics","2",,"1","0","1","0","0","95CR+VHP Akhtar Saeed Medical and Dental College",
"Hospital","31.3476826","74.242142",,"86XR+3VC, Kot Noor Muhammad, Lahore, Punjab, Pakistan",,"Civil Veterinary dispensary kot Noor Muhammad usta Muhammad","0",,,,,,,"86XR+3VC",
"College","31.3334382","74.2359186","4.2","86MP+GCC Superior University, 17 KM, Raiwind Rd, Kot Araian, Lahore, Punjab, Pakistan",,"Azra Naheed Medical College","647",,"442","81","80","27","17","86MP+GCC Superior University, 17 KM, Raiwind Rd",
"Hospital","31.358826","74.2353124",,"965P+G4M, Uzma Sugical Complex, Awt Housing Scheme Phase 2 AWT Phase 2, Lahore, Punjab, Pakistan",,"Umer Gramer School","0",,,,,,,"965P+G4M, Uzma Sugical Complex",
"Hospital","31.3372386","74.199445",,"Plot 374, Sui Gas Phase-2, Lahore, Punjab, Pakistan",,"Dental OPD","0",,,,,,,"Plot 374",
"Veterinarian","31.3769765","74.1742034","4.3","ground Floor, 38 AA Surahi Chowk, Aa Block Sector D Bahria Town, Lahore, Punjab 54000, Pakistan","54000","Ali Veterinary Hospital","86",,"64","7","11","3","1","ground Floor, 38 AA Surahi Chowk",
"Medical Center","31.3742598","74.2270495","4.7","96FG+PR3, Unnamed Road, Chamru Pur Chamrupur, Chamru Pur Chamrupur, Lahore, Punjab, Pakistan",,"Muhammad Afzal spine dam wale","6",,"4","2","0","0","0","96FG+PR3, Unnamed Road, Chamru Pur Chamrupur",
"Health consultant","31.2499686","74.1891492","5",,,"Tehsil Headquarters Hospital Raiwind","1",,"1","0","0","0","0",,
"Hospital department","31.3582862","74.2354641","5","Chowk, Raiwind Rd, Bhobtian, Lahore, Punjab 54000, Pakistan","54000","Department of Cardiology and Cardiac Catheterization, Ali Fatima Hospital","1",,"1","0","0","0","0","Chowk, Raiwind Rd",
"Medical Center","31.33398","74.1989007",,"Chishti Free clinic & dispensary jamia chishti Gulshan e Abbas near waves factory gate # 2 hanjarwal multan, road, Lahore, Pakistan",,"CHISHTI FREE CLINIC & DISPENSARY","0",,,,,,,"Chishti Free clinic & dispensary jamia chishti Gulshan e Abbas near waves factory gate # 2 hanjarwal multan, road",
"Hospital","31.3611454","74.2343266",,"966M+FP4 Chanar Courts, Raiwind Rd, inside Mumtaz Bakhtawar Hospital, Chanar Courts, Lahore, Punjab, Pakistan",,"Aziz Son's Pharma Plus","0",,,,,,,"966M+FP4 Chanar Courts, Raiwind Rd, inside Mumtaz Bakhtawar Hospital",
"Hospital","31.3359435","74.1987064",,"85PX+9FG, Jati Umrah Lahore, Punjab, Pakistan",,"Ophthalmology Department SMCH","0",,,,,,,"85PX+9FG",
"Eye care center","31.3774327","74.1867284","5","Beside Gloria jeans main talwar, chowk, Lahore, 53720, Pakistan","53720","Rehan Eye Care Clinic","712",,"698","9","5","0","0","Beside Gloria jeans main talwar, chowk",
"Hospital","31.3354832","74.1992516","4","85PX+5PR، Near Sharif Med Center Sharif Medical City, Jati Umrah, Lahore, Punjab, Pakistan",,"Eye Department SMDC","1",,"0","1","0","0","0","85PX+5PR، Near Sharif Med Center Sharif Medical City",
"Medical laboratory","31.3731104","74.1732674","4.8","AB Plaza, 82, Bb Block Sector D Bahria Town, Lahore, Punjab 54000, Pakistan","54000","IDC lab & Diagnostic Center Bahria Town Lahore","174",,"156","8","5","3","2","AB Plaza, 82",
"Veterinarian","31.3798325","74.2535435","5","10, main Pine Ave, near DHA rahbar, Eden Lane Villas 2 Lahore, 54000, Pakistan","54000","Rana Pet Care Hospital","15",,"15","0","0","0","0","10, main Pine Ave, near DHA rahbar",
"Hospital","31.335768","74.1982025",,"85PX+874, Jati Umrah Lahore, Punjab, Pakistan",,"Ferozsons Pharma Plus","0",,,,,,,"85PX+874",
"Medical Center","31.3777928","74.1745451","4.8","Shop # 25, Overseas Enclave Overseas A Sector B Bahria Town, Lahore, Punjab 53270, Pakistan","53270","Hi Care Clinic & Holistic Healing Centre","12",,"11","0","0","1","0","Shop # 25",
"Medical Center","31.3836364","74.149499",,"94MX+FQ5, Maraka Village, Maraka, Lahore, Punjab, Pakistan",,"Khalil Medical Store","0",,,,,,,"94MX+FQ5",
"Hospital","31.3757933","74.1707062","4.6","26, Lahore, Pakistan",,"Pet Pulse Animal Hospital","18",,"16","0","2","0","0","26",
"Hospital","31.3378362","74.2383147",,"1 Ariyan, 56000, Pakistan","56000",".","0",,,,,,,"1 Ariyan",
"Medical clinic","31.3763881","74.1855907","5","Plaza No. 6A, F/F Bahria Town Main Blvd, Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","53720","Dr. Zafar Child Care & Poly Clinic","49",,"49","0","0","0","0","Plaza No. 6A, F/F Bahria Town Main Blvd",
